	S2.2016.N0	S2.2016.N400	S2.2017.N400	S5.2016.N0	S5.2016.N400	S5.2017.N0	S5.2017.N400

k127_20667444_M_bin.60_11	0	0	0	0	0	0	0	

k127_20667444_M_bin.60_12	0	0	0	0	0	0	0	

k127_20667444_M_bin.60_2	0	0	0	0	0	0	0	

k127_20667444_M_bin.60_3	0	0	0	0	0	0	0	

k127_20667444_M_bin.60_4	0	0	0	0	0	0	0	

k127_20667444_M_bin.60_5	0	0	0	0	0	0	0	

k127_20667444_M_bin.60_6	0	0	0	0	0	0	0	

k127_20667444_M_bin.60_7	0	0	0	0	0	0	0	

k127_20667444_M_bin.60_8	0	0	0	0	0	0	0	

k127_20667444_M_bin.60_9	0	0	0	0	0	0	0	

k127_20670627_M_bin.12_1	0	0	0	0	0	0	0	

k127_20670627_M_bin.12_2	0	0	0	0	0	0	0	

k127_20670627_M_bin.12_3	0	0	0	0	0	0	0	

k127_20672507_M_bin.105_1	0	0	0	0	0	0	0	

k127_20672507_M_bin.105_2	0	3	4	1	1	3	2	

k127_20672507_M_bin.105_3	0	0	0	0	0	0	0	

k127_20672507_M_bin.105_4	0	0	0	0	0	0	0	

k127_20672507_M_bin.105_5	0	0	0	0	0	0	0	

k127_20672507_M_bin.105_6	0	0	0	0	0	0	0	

k127_20674053_M_bin.60_1	0	0	0	0	0	0	0	

k127_20674053_M_bin.60_10	0	0	0	0	0	0	0	

k127_20674053_M_bin.60_11	0	0	0	0	0	0	0	

k127_20674053_M_bin.60_2	0	0	0	0	0	0	0	

k127_20674053_M_bin.60_3	0	0	0	0	0	0	0	

k127_20674053_M_bin.60_4	0	0	0	0	0	0	0	

k127_20674053_M_bin.60_5	0	0	0	0	0	0	0	

k127_20674053_M_bin.60_6	0	0	0	0	0	0	0	

k127_20674053_M_bin.60_7	0	0	0	0	0	0	0	

k127_20674053_M_bin.60_8	0	0	0	0	0	0	0	

k127_20674053_M_bin.60_9	0	0	0	0	0	0	0	

k127_20683337_M_bin.12_1	0	0	0	0	0	0	0	

k127_20683337_M_bin.12_10	0	0	0	0	0	0	0	

k127_20683337_M_bin.12_11	0	0	0	0	0	0	0	

k127_20683337_M_bin.12_12	0	0	0	0	0	0	0	

k127_20683337_M_bin.12_13	0	0	0	0	0	0	0	

k127_20683337_M_bin.12_14	0	0	0	0	0	0	0	

k127_20683337_M_bin.12_15	0	0	0	0	0	0	0	

k127_20683337_M_bin.12_16	0	0	0	0	0	0	0	

k127_20683337_M_bin.12_17	0	0	0	0	0	0	0	

k127_20683337_M_bin.12_18	0	0	0	0	0	0	0	

k127_20683337_M_bin.12_19	0	0	0	0	0	0	0	

k127_20683337_M_bin.12_2	0	0	0	0	0	0	0	

k127_20683337_M_bin.12_3	0	0	0	0	0	0	0	

k127_20683337_M_bin.12_4	0	0	0	0	0	0	0	

k127_20683337_M_bin.12_5	0	0	0	0	0	0	0	

k127_20683337_M_bin.12_6	0	0	0	0	0	0	0	

k127_20683337_M_bin.12_7	0	0	0	0	0	0	0	

k127_20683337_M_bin.12_8	0	0	0	0	0	0	0	

k127_20683337_M_bin.12_9	0	0	0	0	0	0	0	

k127_20690820_M_bin.35_1	0	0	0	0	0	0	0	

k127_20694385_M_bin.21_1	0	0	0	0	0	0	0	

k127_20694385_M_bin.21_10	0	0	0	0	0	0	0	

k127_20694385_M_bin.21_11	0	0	0	0	0	0	0	

k127_20694385_M_bin.21_12	0	0	0	0	0	0	0	

k127_20694385_M_bin.21_13	0	0	0	0	0	0	0	

k127_20694385_M_bin.21_14	0	0	0	0	0	0	0	

k127_20694385_M_bin.21_15	0	0	0	0	0	0	0	

k127_20694385_M_bin.21_16	0	0	0	0	0	0	0	

k127_20694385_M_bin.21_2	0	0	0	0	0	0	0	

k127_20694385_M_bin.21_3	0	0	0	0	0	0	0	

k127_20694385_M_bin.21_4	0	0	0	0	0	0	0	

k127_20694385_M_bin.21_5	0	0	0	0	0	0	0	

k127_20694385_M_bin.21_6	0	0	0	0	0	0	0	

k127_20694385_M_bin.21_7	0	0	0	0	0	0	0	

k127_20694385_M_bin.21_8	0	0	0	0	0	0	0	

k127_20694385_M_bin.21_9	0	0	0	0	0	0	0	

k127_20701064_M_bin.21_1	0	0	0	0	0	0	0	

k127_20701064_M_bin.21_2	0	0	0	0	0	0	0	

k127_20701064_M_bin.21_3	0	0	0	0	0	0	0	

k127_20701064_M_bin.21_4	0	0	0	0	0	0	0	

k127_207046_S_bin.61_1	0	0	0	0	0	0	0	

k127_207046_S_bin.61_2	0	0	0	0	0	0	0	

k127_207046_S_bin.61_3	0	0	0	0	0	0	0	

k127_207046_S_bin.61_4	0	0	0	0	0	0	0	

k127_207046_S_bin.61_5	0	0	0	0	0	0	0	

k127_207046_S_bin.61_6	0	0	0	0	0	0	0	

k127_207046_S_bin.61_7	0	0	0	0	0	0	0	

k127_20707028_M_bin.52_1	0	0	0	0	0	0	0	

k127_20707028_M_bin.52_10	0	0	0	0	0	0	0	

k127_20707028_M_bin.52_2	0	0	0	0	0	0	0	

k127_20707028_M_bin.52_3	0	0	0	0	0	0	0	

k127_20707028_M_bin.52_4	0	0	0	0	0	0	0	

k127_20707028_M_bin.52_5	0	0	0	0	0	0	0	

k127_20707028_M_bin.52_6	0	0	0	0	0	0	0	

k127_20707028_M_bin.52_7	0	0	0	0	0	0	0	

k127_20707028_M_bin.52_8	0	0	0	0	0	0	0	

k127_20707028_M_bin.52_9	0	0	0	0	0	0	0	

k127_20710296_M_bin.52_1	0	0	0	0	0	0	0	

k127_20710296_M_bin.52_10	0	0	0	0	0	0	0	

k127_20710296_M_bin.52_11	0	0	0	0	0	0	0	

k127_20710296_M_bin.52_12	0	0	0	0	0	0	0	

k127_20710296_M_bin.52_13	0	0	0	0	0	0	0	

k127_20710296_M_bin.52_14	0	0	0	0	0	0	0	

k127_20710296_M_bin.52_15	0	0	0	0	0	0	0	

k127_20710296_M_bin.52_16	0	0	0	0	0	0	0	

k127_20710296_M_bin.52_17	0	0	0	0	0	0	0	

k127_20710296_M_bin.52_18	0	0	0	0	0	0	0	

k127_20710296_M_bin.52_19	0	0	0	0	0	0	0	

k127_20710296_M_bin.52_2	0	0	0	0	0	0	0	

k127_20710296_M_bin.52_20	0	0	0	0	0	0	0	

k127_20710296_M_bin.52_21	0	0	0	0	0	0	0	

k127_20710296_M_bin.52_3	0	0	0	0	0	0	0	

k127_20710296_M_bin.52_4	0	0	0	0	0	0	0	

k127_20710296_M_bin.52_5	0	0	0	0	0	0	0	

k127_20710296_M_bin.52_6	0	0	0	0	0	0	0	

k127_20710296_M_bin.52_7	0	0	0	0	0	0	0	

k127_20710296_M_bin.52_8	0	0	0	0	0	0	0	

k127_20710296_M_bin.52_9	0	0	0	0	0	0	0	

k127_20721536_M_bin.60_1	0	0	0	0	0	0	0	

k127_20721536_M_bin.60_10	0	0	0	0	0	0	0	

k127_20721536_M_bin.60_11	0	0	0	0	0	0	0	

k127_20721536_M_bin.60_12	0	0	0	0	0	0	0	

k127_20721536_M_bin.60_13	84	96	103	70	83	100	58	

k127_20721536_M_bin.60_14	0	0	0	0	0	0	0	

k127_20721536_M_bin.60_2	0	0	0	0	0	0	0	

k127_20721536_M_bin.60_3	0	0	0	0	0	0	0	

k127_20721536_M_bin.60_4	0	0	0	0	0	0	0	

k127_20721536_M_bin.60_5	0	0	0	0	0	0	1	

k127_20721536_M_bin.60_6	0	0	0	0	0	0	0	

k127_20721536_M_bin.60_7	0	0	0	0	0	0	0	

k127_20721536_M_bin.60_8	0	0	0	0	0	0	0	

k127_20721536_M_bin.60_9	0	0	0	0	0	0	0	

k127_20722365_M_bin.50_1	0	0	0	0	0	0	0	

k127_20722365_M_bin.50_2	20	17	23	11	16	23	14	

k127_20722365_M_bin.50_3	0	0	0	0	0	0	0	

k127_20722365_M_bin.50_4	0	0	0	0	0	0	0	

k127_20724065_M_bin.50_1	0	0	0	0	0	0	0	

k127_20724065_M_bin.50_2	0	0	0	0	0	0	0	

k127_20724065_M_bin.50_3	0	0	0	0	0	0	0	

k127_20724065_M_bin.50_4	0	0	0	0	0	0	0	

k127_20724065_M_bin.50_5	0	0	0	0	0	0	0	

k127_20724065_M_bin.50_6	0	0	0	0	0	0	0	

k127_20724065_M_bin.50_7	0	0	0	0	0	0	0	

k127_20724065_M_bin.50_8	0	0	0	0	0	0	0	

k127_20724065_M_bin.50_9	0	0	0	0	0	0	0	

k127_20727347_S_bin.28_1	0	0	0	0	0	0	0	

k127_20727347_S_bin.28_10	0	0	0	0	0	0	0	

k127_20727347_S_bin.28_11	0	0	0	0	0	0	0	

k127_20727347_S_bin.28_2	0	0	0	0	0	0	0	

k127_20727347_S_bin.28_3	0	0	0	0	0	0	0	

k127_20727347_S_bin.28_4	0	0	0	0	0	0	0	

k127_20727347_S_bin.28_5	0	0	0	0	0	0	0	

k127_20727347_S_bin.28_6	0	0	0	0	0	0	0	

k127_20727347_S_bin.28_7	0	0	0	0	0	0	0	

k127_20727347_S_bin.28_8	0	0	0	0	0	0	0	

k127_20727347_S_bin.28_9	0	0	0	0	0	0	0	

k127_20729730_S_bin.27_1	0	0	0	0	0	0	0	

k127_20729730_S_bin.27_2	0	0	0	0	0	0	0	

k127_20729730_S_bin.27_3	0	0	0	0	0	0	0	

k127_20729730_S_bin.27_4	0	0	0	0	0	0	0	

k127_20729730_S_bin.27_5	0	0	0	0	0	0	0	

k127_2073171_M_bin.47_1	0	0	0	0	0	0	0	

k127_2073171_M_bin.47_2	0	0	0	0	0	0	0	

k127_2073171_M_bin.47_3	0	0	0	0	0	0	0	

k127_20733882_M_bin.12_1	0	0	0	0	0	0	0	

k127_20744522_M_bin.105_1	0	0	0	0	0	0	0	

k127_20744522_M_bin.105_2	0	0	0	0	0	0	0	

k127_20744522_M_bin.105_3	0	0	0	0	0	0	0	

k127_20745568_M_bin.60_1	0	0	0	0	0	0	0	

k127_20745568_M_bin.60_2	0	0	0	0	0	0	0	

k127_20745568_M_bin.60_3	0	0	0	0	0	0	0	

k127_20745568_M_bin.60_4	0	0	0	0	0	0	0	

k127_20745568_M_bin.60_5	0	0	0	0	0	0	0	

k127_20745568_M_bin.60_6	0	0	0	0	0	0	0	

k127_20745568_M_bin.60_7	0	0	0	0	0	0	0	

k127_20745568_M_bin.60_8	0	0	0	0	0	0	0	

k127_20745568_M_bin.60_9	0	0	0	0	0	0	0	

k127_20751278_M_bin.67_1	0	0	0	0	0	0	0	

k127_20751278_M_bin.67_2	0	0	0	0	0	0	0	

k127_20753925_M_bin.8_1	0	0	0	0	0	0	0	

k127_20753925_M_bin.8_2	0	0	0	0	0	0	0	

k127_20753925_M_bin.8_3	0	0	0	0	0	0	0	

k127_20753925_M_bin.8_4	0	0	0	0	0	0	0	

k127_20753925_M_bin.8_5	0	0	0	0	0	0	0	

k127_20759319_M_bin.47_1	0	0	0	0	0	0	0	

k127_20759319_M_bin.47_2	0	0	0	0	0	0	0	

k127_20759319_M_bin.47_3	0	0	0	0	0	0	0	

k127_20759319_M_bin.47_4	0	0	0	0	0	0	0	

k127_20759319_M_bin.47_5	0	0	0	0	0	0	0	

k127_20766941_M_bin.21_1	4	2	3	2	1	4	2	

k127_20766941_M_bin.21_2	0	0	0	0	0	0	0	

k127_20766941_M_bin.21_3	3	0	1	1	0	4	0	

k127_20767132_M_bin.47_1	0	0	0	0	0	0	0	

k127_20767132_M_bin.47_2	0	0	0	0	0	0	0	

k127_20767132_M_bin.47_3	0	0	0	0	0	0	0	

k127_20767132_M_bin.47_4	0	0	0	0	0	0	0	

k127_20767132_M_bin.47_5	0	0	0	0	0	0	0	

k127_20767132_M_bin.47_6	0	0	0	0	0	0	0	

k127_20767132_M_bin.47_7	0	0	0	0	0	0	0	

k127_20767132_M_bin.47_8	0	0	0	0	0	0	0	

k127_20776003_M_bin.12_1	0	0	0	0	0	0	0	

k127_20776003_M_bin.12_2	0	0	0	0	0	0	0	

k127_20776003_M_bin.12_3	0	0	0	0	0	0	0	

k127_20776003_M_bin.12_4	0	0	0	0	0	0	0	

k127_20776003_M_bin.12_5	0	0	0	0	0	0	0	

k127_20779946_S_bin.61_1	0	0	0	0	0	0	0	

k127_20779946_S_bin.61_2	0	0	0	0	0	0	0	

k127_20779946_S_bin.61_3	0	0	0	0	0	0	0	

k127_20791520_M_bin.105_1	0	0	0	0	0	0	0	

k127_20791520_M_bin.105_2	0	0	0	0	0	0	0	

k127_20791520_M_bin.105_3	0	0	0	0	0	0	0	

k127_20791812_M_bin.12_1	0	0	0	0	0	0	0	

k127_20791812_M_bin.12_2	0	0	0	0	0	0	0	

k127_20791812_M_bin.12_3	0	0	0	0	0	0	0	

k127_20791812_M_bin.12_4	0	0	0	0	0	0	0	

k127_20791812_M_bin.12_5	0	0	0	0	0	0	0	

k127_20791812_M_bin.12_6	0	0	0	0	0	0	0	

k127_20791812_M_bin.12_7	0	0	0	0	0	0	0	

k127_20794441_M_bin.52_1	0	0	0	0	0	0	0	

k127_20794441_M_bin.52_10	0	0	0	0	0	0	0	

k127_20794441_M_bin.52_11	0	0	0	0	0	0	0	

k127_20794441_M_bin.52_12	0	0	0	0	0	0	0	

k127_20794441_M_bin.52_13	0	0	0	0	0	0	0	

k127_20794441_M_bin.52_14	0	0	0	0	0	0	0	

k127_20794441_M_bin.52_15	0	0	0	0	0	0	0	

k127_20794441_M_bin.52_16	0	0	0	0	0	0	0	

k127_20794441_M_bin.52_17	0	0	0	0	0	0	0	

k127_20794441_M_bin.52_2	0	0	0	0	0	0	0	

k127_20794441_M_bin.52_3	0	0	0	0	0	0	0	

k127_20794441_M_bin.52_4	0	0	0	0	0	0	0	

k127_20794441_M_bin.52_5	0	0	0	0	0	0	0	

k127_20794441_M_bin.52_6	0	0	0	0	0	0	0	

k127_20794441_M_bin.52_7	0	0	0	0	0	0	0	

k127_20794441_M_bin.52_8	0	0	0	0	0	0	0	

k127_20794441_M_bin.52_9	0	0	0	0	0	0	0	

k127_20804202_M_bin.52_1	0	0	0	0	0	0	0	

k127_20804202_M_bin.52_2	0	0	0	0	0	0	0	

k127_20804202_M_bin.52_3	0	0	0	0	0	0	0	

k127_20804202_M_bin.52_4	0	0	0	0	0	0	0	

k127_20804202_M_bin.52_5	0	0	0	0	0	0	0	

k127_20816759_S_bin.61_1	0	0	0	0	0	0	0	

k127_20816759_S_bin.61_2	0	0	0	0	0	0	0	

k127_20816759_S_bin.61_3	0	0	0	0	0	0	0	

k127_20816759_S_bin.61_4	0	0	0	0	0	0	0	

k127_20816759_S_bin.61_5	0	0	0	0	0	0	0	

k127_20825114_S_bin.27_1	0	0	0	0	0	0	0	

k127_20825114_S_bin.27_2	0	0	0	0	0	0	0	

k127_20825114_S_bin.27_3	0	0	0	0	0	0	0	

k127_20825114_S_bin.27_4	1	0	0	0	0	0	0	

k127_20825114_S_bin.27_5	0	0	0	0	0	0	0	

k127_20825114_S_bin.27_6	0	0	0	0	0	0	0	

k127_20828759_M_bin.60_1	0	0	0	0	0	0	0	

k127_20828759_M_bin.60_10	0	0	0	0	0	0	0	

k127_20828759_M_bin.60_11	0	0	0	0	0	0	0	

k127_20828759_M_bin.60_2	0	0	0	0	0	0	0	

k127_20828759_M_bin.60_3	0	0	0	0	0	0	0	

k127_20828759_M_bin.60_4	0	0	0	0	0	0	0	

k127_20828759_M_bin.60_5	0	0	0	0	0	0	0	

k127_20828759_M_bin.60_6	0	0	0	0	0	0	0	

k127_20828759_M_bin.60_7	0	0	0	0	0	0	0	

k127_20828759_M_bin.60_8	0	0	0	0	0	0	0	

k127_20828759_M_bin.60_9	0	0	0	0	0	0	0	

k127_20831486_M_bin.47_1	0	0	0	0	0	0	0	

k127_20831486_M_bin.47_2	0	0	0	0	0	0	0	

k127_20831486_M_bin.47_3	0	0	0	0	0	0	0	

k127_20837380_S_bin.61_1	0	0	0	0	0	0	0	

k127_20839905_M_bin.67_1	0	0	0	0	0	0	0	

k127_20839905_M_bin.67_10	0	0	0	0	0	0	0	

k127_20839905_M_bin.67_11	0	0	0	0	0	0	0	

k127_20839905_M_bin.67_12	0	0	0	0	0	0	0	

k127_20839905_M_bin.67_13	0	0	0	0	0	0	0	

k127_20839905_M_bin.67_14	0	0	0	0	0	0	0	

k127_20839905_M_bin.67_15	0	0	0	0	0	0	0	

k127_20839905_M_bin.67_16	0	0	0	0	0	0	0	

k127_20839905_M_bin.67_17	0	0	0	0	0	0	0	

k127_20839905_M_bin.67_2	0	0	0	0	0	0	0	

k127_20839905_M_bin.67_3	0	0	0	0	0	0	0	

k127_20839905_M_bin.67_4	0	0	0	0	0	0	0	

k127_20839905_M_bin.67_5	0	0	0	0	0	0	0	

k127_20839905_M_bin.67_6	0	0	0	0	0	0	0	

k127_20839905_M_bin.67_7	0	0	0	0	0	0	0	

k127_20839905_M_bin.67_8	0	0	0	0	0	0	0	

k127_20839905_M_bin.67_9	0	0	0	0	0	0	0	

k127_20842390_M_bin.60_1	0	0	0	0	0	0	0	

k127_20842390_M_bin.60_10	0	0	0	0	0	0	0	

k127_20842390_M_bin.60_11	0	0	0	0	0	0	0	

k127_20842390_M_bin.60_12	0	0	0	0	0	0	0	

k127_20842390_M_bin.60_13	0	0	0	0	0	0	0	

k127_20842390_M_bin.60_14	0	0	0	0	0	0	0	

k127_20842390_M_bin.60_15	0	0	0	0	0	0	0	

k127_20842390_M_bin.60_16	0	0	0	0	0	0	0	

k127_20842390_M_bin.60_17	0	0	0	0	0	0	0	

k127_20842390_M_bin.60_18	0	0	0	0	0	0	0	

k127_20842390_M_bin.60_19	0	0	0	0	0	0	0	

k127_20842390_M_bin.60_2	0	0	0	0	0	0	0	

k127_20842390_M_bin.60_20	0	0	0	0	0	0	0	

k127_20842390_M_bin.60_21	0	0	0	0	0	0	0	

k127_20842390_M_bin.60_22	0	0	0	0	0	0	0	

k127_20842390_M_bin.60_23	1	1	2	1	2	1	2	

k127_20842390_M_bin.60_3	0	0	0	0	0	0	0	

k127_20842390_M_bin.60_4	0	0	0	0	0	0	0	

k127_20842390_M_bin.60_5	0	0	0	0	0	0	0	

k127_20842390_M_bin.60_6	0	0	0	0	0	0	0	

k127_20842390_M_bin.60_7	0	0	0	0	0	0	0	

k127_20842390_M_bin.60_8	0	0	0	0	0	0	0	

k127_20842390_M_bin.60_9	0	0	0	0	0	0	0	

k127_20857012_M_bin.47_1	0	0	0	0	0	0	0	

k127_20857012_M_bin.47_2	0	0	0	0	0	0	0	

k127_20857012_M_bin.47_3	0	0	0	0	0	0	0	

k127_20857012_M_bin.47_4	0	0	0	0	0	0	0	

k127_20857012_M_bin.47_5	0	0	0	0	0	0	0	

k127_20857012_M_bin.47_6	0	0	0	0	0	0	0	

k127_20857951_M_bin.67_1	0	0	0	0	0	0	0	

k127_20857951_M_bin.67_10	0	0	0	0	0	0	0	

k127_20857951_M_bin.67_11	0	0	0	0	0	0	0	

k127_20857951_M_bin.67_12	0	0	0	0	0	0	0	

k127_20857951_M_bin.67_13	0	0	0	0	0	0	0	

k127_20857951_M_bin.67_14	0	0	0	0	0	0	0	

k127_20857951_M_bin.67_15	0	0	0	0	0	0	0	

k127_20857951_M_bin.67_16	0	0	0	0	0	0	0	

k127_20857951_M_bin.67_17	0	0	0	0	0	0	0	

k127_20857951_M_bin.67_18	0	0	0	0	0	0	0	

k127_20857951_M_bin.67_19	0	0	0	0	0	0	0	

k127_20857951_M_bin.67_2	0	0	0	0	0	0	0	

k127_20857951_M_bin.67_20	0	0	0	0	0	0	0	

k127_20857951_M_bin.67_21	0	0	0	0	0	0	0	

k127_20857951_M_bin.67_22	0	0	0	0	0	0	0	

k127_20857951_M_bin.67_23	0	0	0	0	0	0	0	

k127_20857951_M_bin.67_24	0	0	0	0	0	0	0	

k127_20857951_M_bin.67_25	0	0	0	0	0	0	0	

k127_20857951_M_bin.67_26	0	0	0	0	0	0	0	

k127_20857951_M_bin.67_27	0	0	0	0	0	0	0	

k127_20857951_M_bin.67_28	0	0	0	0	0	0	0	

k127_20857951_M_bin.67_29	0	0	0	0	0	0	0	

k127_20857951_M_bin.67_3	0	0	0	0	0	0	0	

k127_20857951_M_bin.67_30	0	0	0	0	0	0	0	

k127_20857951_M_bin.67_31	0	0	0	0	0	0	0	

k127_20857951_M_bin.67_32	0	0	0	0	0	0	0	

k127_20857951_M_bin.67_33	0	0	0	0	0	0	0	

k127_20857951_M_bin.67_34	0	0	0	0	0	0	0	

k127_20857951_M_bin.67_35	0	0	0	0	0	0	0	

k127_20857951_M_bin.67_4	0	0	0	0	0	0	0	

k127_20857951_M_bin.67_5	0	0	0	0	0	0	0	

k127_20857951_M_bin.67_6	0	0	0	0	0	0	0	

k127_20857951_M_bin.67_7	0	0	0	0	0	0	0	

k127_20857951_M_bin.67_8	0	0	0	0	0	0	0	

k127_20857951_M_bin.67_9	0	0	0	0	0	0	0	

k127_20877334_M_bin.47_1	0	0	0	0	0	0	0	

k127_20877334_M_bin.47_2	0	0	0	0	0	0	0	

k127_20877334_M_bin.47_3	0	0	0	0	0	0	0	

k127_20884788_S_bin.28_1	0	0	0	0	0	0	0	

k127_20884788_S_bin.28_10	0	0	0	0	0	0	0	

k127_20884788_S_bin.28_11	0	0	0	0	0	0	0	

k127_20884788_S_bin.28_12	0	0	0	0	0	0	0	

k127_20884788_S_bin.28_13	0	0	0	0	0	0	0	

k127_20884788_S_bin.28_14	0	0	0	0	0	0	0	

k127_20884788_S_bin.28_15	0	0	0	0	0	0	0	

k127_20884788_S_bin.28_16	0	0	0	0	0	0	0	

k127_20884788_S_bin.28_17	0	0	0	0	0	0	0	

k127_20884788_S_bin.28_18	0	0	0	0	0	0	0	

k127_20884788_S_bin.28_19	0	0	0	0	0	0	0	

k127_20884788_S_bin.28_2	0	0	0	0	0	0	0	

k127_20884788_S_bin.28_20	0	0	0	0	0	0	0	

k127_20884788_S_bin.28_21	0	0	0	0	0	0	0	

k127_20884788_S_bin.28_3	0	0	0	0	0	0	0	

k127_20884788_S_bin.28_4	0	0	0	0	0	0	0	

k127_20884788_S_bin.28_5	0	0	0	0	0	0	0	

k127_20884788_S_bin.28_6	0	0	0	0	0	0	0	

k127_20884788_S_bin.28_7	0	0	0	0	0	0	0	

k127_20884788_S_bin.28_8	0	0	0	0	0	0	0	

k127_20884788_S_bin.28_9	0	0	0	0	0	0	0	

k127_20905388_M_bin.50_1	0	0	0	0	0	0	0	

k127_20905388_M_bin.50_2	0	0	0	0	0	0	0	

k127_20905388_M_bin.50_3	0	0	0	0	0	0	0	

k127_20905388_M_bin.50_4	0	0	0	0	0	0	0	

k127_20914161_M_bin.67_1	0	0	0	0	0	0	0	

k127_20914161_M_bin.67_2	0	0	0	1	0	0	0	

k127_20914161_M_bin.67_3	0	0	0	0	0	0	0	

k127_20914161_M_bin.67_4	0	0	0	0	0	0	0	

k127_20914161_M_bin.67_5	0	0	0	0	0	0	0	

k127_20914161_M_bin.67_6	0	0	0	0	0	0	0	

k127_20914161_M_bin.67_7	0	0	0	0	0	0	0	

k127_20914161_M_bin.67_8	0	0	0	0	0	0	0	

k127_20915407_M_bin.67_1	0	0	0	0	0	0	0	

k127_20915407_M_bin.67_10	0	0	0	0	0	0	0	

k127_20915407_M_bin.67_11	0	0	0	0	0	0	0	

k127_20915407_M_bin.67_12	0	0	0	0	0	0	0	

k127_20915407_M_bin.67_13	0	0	0	0	0	0	0	

k127_20915407_M_bin.67_14	0	0	0	0	0	0	0	

k127_20915407_M_bin.67_15	0	0	0	0	0	0	0	

k127_20915407_M_bin.67_16	0	0	0	0	0	0	0	

k127_20915407_M_bin.67_17	0	0	0	0	0	0	0	

k127_20915407_M_bin.67_18	0	0	0	0	0	0	0	

k127_20915407_M_bin.67_19	0	0	0	0	0	0	0	

k127_20915407_M_bin.67_2	0	0	0	0	0	0	0	

k127_20915407_M_bin.67_20	0	0	0	0	0	0	0	

k127_20915407_M_bin.67_21	0	0	0	0	0	0	0	

k127_20915407_M_bin.67_3	0	0	0	0	0	0	0	

k127_20915407_M_bin.67_4	0	0	0	0	0	0	0	

k127_20915407_M_bin.67_5	0	0	0	0	0	0	0	

k127_20915407_M_bin.67_6	0	0	0	0	0	0	0	

k127_20915407_M_bin.67_7	0	0	0	0	0	0	0	

k127_20915407_M_bin.67_8	0	0	0	0	0	0	0	

k127_20915407_M_bin.67_9	0	0	0	0	0	0	0	

k127_20929430_M_bin.50_1	2	0	0	0	0	0	1	

k127_20929430_M_bin.50_2	0	0	0	0	0	0	0	

k127_20929430_M_bin.50_3	0	0	0	0	0	0	0	

k127_20929430_M_bin.50_4	0	0	0	0	0	0	0	

k127_20945366_M_bin.50_1	0	0	0	0	0	0	0	

k127_20945366_M_bin.50_2	0	0	0	0	0	0	0	

k127_20945366_M_bin.50_3	0	0	0	0	0	0	0	

k127_20945366_M_bin.50_4	0	0	0	0	0	0	0	

k127_20945366_M_bin.50_5	4	5	8	3	4	2	2	

k127_20945366_M_bin.50_6	0	0	0	0	0	0	0	

k127_20945366_M_bin.50_7	0	0	0	0	0	0	0	

k127_20945366_M_bin.50_8	0	0	0	0	0	0	0	

k127_20958780_M_bin.105_1	0	0	0	0	0	0	0	

k127_20964423_M_bin.67_1	0	0	0	0	0	0	0	

k127_20964423_M_bin.67_10	0	0	0	0	0	0	0	

k127_20964423_M_bin.67_11	0	0	0	0	0	0	0	

k127_20964423_M_bin.67_12	0	0	0	0	0	0	0	

k127_20964423_M_bin.67_13	0	0	0	0	0	0	0	

k127_20964423_M_bin.67_14	0	0	0	0	0	0	0	

k127_20964423_M_bin.67_15	0	0	0	0	0	0	0	

k127_20964423_M_bin.67_16	0	0	0	0	0	0	0	

k127_20964423_M_bin.67_17	0	0	0	0	0	0	0	

k127_20964423_M_bin.67_18	0	0	0	0	0	0	0	

k127_20964423_M_bin.67_19	0	0	0	0	0	0	0	

k127_20964423_M_bin.67_2	0	0	0	0	0	0	0	

k127_20964423_M_bin.67_3	0	0	0	0	0	0	0	

k127_20964423_M_bin.67_4	0	0	0	0	0	0	0	

k127_20964423_M_bin.67_5	0	0	0	0	0	0	0	

k127_20964423_M_bin.67_6	0	0	0	0	0	0	0	

k127_20964423_M_bin.67_7	0	0	0	0	0	0	0	

k127_20964423_M_bin.67_8	0	0	0	0	0	0	0	

k127_20964423_M_bin.67_9	0	0	0	0	0	0	0	

k127_20969366_S_bin.29_1	0	0	0	0	0	0	0	

k127_20969366_S_bin.29_2	0	0	0	0	0	0	0	

k127_20969366_S_bin.29_3	0	0	0	0	0	0	0	

k127_20969366_S_bin.29_4	0	0	1	0	0	0	0	

k127_20970442_M_bin.67_1	0	0	0	0	0	0	0	

k127_20970442_M_bin.67_10	0	0	0	0	0	0	0	

k127_20970442_M_bin.67_11	0	0	0	0	0	0	0	

k127_20970442_M_bin.67_2	0	0	0	0	0	0	0	

k127_20970442_M_bin.67_3	0	0	0	0	0	0	0	

