	S2.2016.N0	S2.2016.N400	S2.2017.N400	S5.2016.N0	S5.2016.N400	S5.2017.N0	S5.2017.N400
k127_10245360_M_bin.50_4	0	0	0	0	0	0	0	

k127_10251587_M_bin.21_1	0	0	0	0	0	0	0	

k127_10251587_M_bin.21_2	0	0	0	0	0	0	0	

k127_10251587_M_bin.21_3	0	0	0	0	0	0	0	

k127_10251587_M_bin.21_4	0	0	0	0	0	0	0	

k127_10251587_M_bin.21_5	0	0	0	0	0	0	0	

k127_10251587_M_bin.21_6	0	0	0	0	0	0	0	

k127_10255727_M_bin.52_1	0	0	0	0	0	0	0	

k127_10255727_M_bin.52_10	0	0	0	0	0	0	0	

k127_10255727_M_bin.52_11	0	0	0	0	0	0	0	

k127_10255727_M_bin.52_12	0	0	0	0	0	0	0	

k127_10255727_M_bin.52_13	0	0	0	0	0	0	0	

k127_10255727_M_bin.52_14	0	0	0	0	0	0	0	

k127_10255727_M_bin.52_15	0	0	0	0	0	0	0	

k127_10255727_M_bin.52_16	0	0	0	0	0	0	0	

k127_10255727_M_bin.52_17	0	0	0	0	0	0	0	

k127_10255727_M_bin.52_18	0	0	0	0	0	0	0	

k127_10255727_M_bin.52_19	0	0	0	0	0	0	0	

k127_10255727_M_bin.52_2	0	0	0	0	0	0	0	

k127_10255727_M_bin.52_20	0	0	0	0	0	0	0	

k127_10255727_M_bin.52_21	0	0	0	0	0	0	0	

k127_10255727_M_bin.52_22	0	0	0	0	0	0	0	

k127_10255727_M_bin.52_23	0	0	0	0	0	0	0	

k127_10255727_M_bin.52_24	0	0	0	0	0	0	0	

k127_10255727_M_bin.52_3	0	0	0	0	0	0	0	

k127_10255727_M_bin.52_4	0	0	0	0	0	0	0	

k127_10255727_M_bin.52_5	0	0	0	0	0	0	0	

k127_10255727_M_bin.52_6	0	0	0	0	0	0	0	

k127_10255727_M_bin.52_7	0	0	0	0	0	0	0	

k127_10255727_M_bin.52_8	0	0	0	0	0	0	0	

k127_10255727_M_bin.52_9	0	0	0	0	0	0	0	

k127_10257916_M_bin.64_1	0	0	0	0	0	0	0	

k127_10257916_M_bin.64_10	0	0	0	0	0	0	0	

k127_10257916_M_bin.64_11	0	0	0	0	0	0	0	

k127_10257916_M_bin.64_12	0	0	0	0	0	0	0	

k127_10257916_M_bin.64_13	0	0	0	0	0	0	0	

k127_10257916_M_bin.64_14	0	0	0	0	0	0	0	

k127_10257916_M_bin.64_15	0	0	0	0	0	0	0	

k127_10257916_M_bin.64_16	0	0	0	0	0	0	0	

k127_10257916_M_bin.64_2	0	0	0	0	0	0	0	

k127_10257916_M_bin.64_3	0	0	0	0	0	0	0	

k127_10257916_M_bin.64_4	0	0	0	0	0	0	0	

k127_10257916_M_bin.64_5	0	0	0	0	0	0	0	

k127_10257916_M_bin.64_6	0	0	0	0	0	0	0	

k127_10257916_M_bin.64_7	0	0	0	0	0	0	0	

k127_10257916_M_bin.64_8	0	0	0	0	0	0	0	

k127_10257916_M_bin.64_9	0	0	0	0	0	0	0	

k127_10258801_M_bin.52_1	0	0	0	0	0	0	0	

k127_10258801_M_bin.52_10	0	0	0	0	0	0	0	

k127_10258801_M_bin.52_11	0	0	0	0	0	0	0	

k127_10258801_M_bin.52_12	0	0	0	0	0	0	0	

k127_10258801_M_bin.52_13	0	0	0	0	0	0	0	

k127_10258801_M_bin.52_14	0	0	0	1	0	0	1	

k127_10258801_M_bin.52_2	0	0	0	0	0	0	0	

k127_10258801_M_bin.52_3	0	0	0	0	0	0	0	

k127_10258801_M_bin.52_4	0	0	0	0	0	0	0	

k127_10258801_M_bin.52_5	0	0	0	0	0	0	0	

k127_10258801_M_bin.52_6	0	0	0	0	0	0	0	

k127_10258801_M_bin.52_7	0	0	0	0	0	0	0	

k127_10258801_M_bin.52_8	0	0	0	0	0	0	0	

k127_10258801_M_bin.52_9	0	0	0	0	0	0	0	

k127_10265595_M_bin.21_1	0	0	0	0	0	0	0	

k127_10265595_M_bin.21_10	0	0	0	0	0	0	0	

k127_10265595_M_bin.21_11	0	0	0	0	0	0	0	

k127_10265595_M_bin.21_12	0	0	0	0	0	0	0	

k127_10265595_M_bin.21_13	0	1	0	1	0	0	1	

k127_10265595_M_bin.21_14	0	0	0	0	0	0	0	

k127_10265595_M_bin.21_15	0	0	0	0	0	0	0	

k127_10265595_M_bin.21_16	0	0	0	0	0	0	0	

k127_10265595_M_bin.21_17	0	0	0	0	0	0	0	

k127_10265595_M_bin.21_18	0	0	0	0	0	0	0	

k127_10265595_M_bin.21_19	0	0	0	0	0	0	0	

k127_10265595_M_bin.21_2	0	0	0	0	0	0	0	

k127_10265595_M_bin.21_20	0	0	0	0	0	0	0	

k127_10265595_M_bin.21_21	0	0	0	0	0	0	0	

k127_10265595_M_bin.21_22	0	0	0	0	0	0	0	

k127_10265595_M_bin.21_3	0	0	0	0	0	0	0	

k127_10265595_M_bin.21_4	0	0	0	0	0	0	0	

k127_10265595_M_bin.21_5	0	0	0	0	0	0	0	

k127_10265595_M_bin.21_6	0	0	0	0	0	0	0	

k127_10265595_M_bin.21_7	0	0	0	0	0	0	0	

k127_10265595_M_bin.21_8	0	0	0	0	0	0	0	

k127_10265595_M_bin.21_9	0	0	0	0	0	0	0	

k127_10268553_M_bin.8_1	0	0	0	0	0	0	0	

k127_10268553_M_bin.8_2	0	0	0	0	0	0	0	

k127_10268553_M_bin.8_3	0	0	0	0	0	0	0	

k127_10268553_M_bin.8_4	0	0	0	0	0	0	0	

k127_10268553_M_bin.8_5	0	0	0	0	0	0	0	

k127_10268553_M_bin.8_6	0	0	0	0	0	0	0	

k127_10268553_M_bin.8_7	0	0	0	0	0	0	0	

k127_10268553_M_bin.8_8	0	0	0	0	0	0	0	

k127_10268553_M_bin.8_9	0	0	0	0	0	0	0	

k127_10270797_M_bin.47_1	0	0	0	0	0	0	0	

k127_10270797_M_bin.47_2	0	0	0	0	0	0	0	

k127_10270797_M_bin.47_3	0	0	0	0	0	0	0	

k127_10270797_M_bin.47_4	0	0	0	0	0	0	0	

k127_10270797_M_bin.47_5	0	0	0	0	0	0	0	

k127_10270797_M_bin.47_6	0	0	0	0	0	0	0	

k127_10270797_M_bin.47_7	0	0	0	0	0	0	0	

k127_10270797_M_bin.47_8	0	0	0	0	0	0	0	

k127_10274565_M_bin.12_1	0	0	0	0	0	0	0	

k127_10274565_M_bin.12_2	0	0	0	0	0	0	0	

k127_10274565_M_bin.12_3	0	0	0	0	0	0	0	

k127_10274565_M_bin.12_4	0	0	0	0	0	0	0	

k127_10274565_M_bin.12_5	0	0	0	0	0	0	0	

k127_10274565_M_bin.12_6	0	0	0	0	0	0	0	

k127_10274565_M_bin.12_7	0	0	0	0	0	0	0	

k127_10274565_M_bin.12_8	0	1	0	0	1	0	0	

k127_1027541_M_bin.105_1	0	0	0	0	0	0	0	

k127_1027541_M_bin.105_2	0	0	0	0	0	0	0	

k127_1027541_M_bin.105_3	0	0	0	0	0	0	0	

k127_1027541_M_bin.105_4	0	0	0	0	0	0	0	

k127_10275539_M_bin.8_1	0	0	0	0	0	0	0	

k127_10275539_M_bin.8_2	0	0	0	0	0	0	0	

k127_10275539_M_bin.8_3	0	0	0	0	0	0	0	

k127_10281496_S_bin.29_1	0	0	0	0	0	0	0	

k127_10281496_S_bin.29_2	0	0	0	0	0	0	0	

k127_10281496_S_bin.29_3	0	0	0	0	0	0	0	

k127_10281496_S_bin.29_4	0	0	0	0	0	0	0	

k127_10282430_M_bin.50_1	0	0	0	0	0	0	0	

k127_10282430_M_bin.50_2	0	0	0	0	0	0	0	

k127_10282430_M_bin.50_3	0	0	0	0	0	0	0	

k127_10282430_M_bin.50_4	2	0	0	0	0	0	0	

k127_10282430_M_bin.50_5	0	0	0	0	0	0	0	

k127_10283385_M_bin.12_1	0	0	0	0	0	0	0	

k127_10283385_M_bin.12_2	0	0	0	0	0	0	0	

k127_10283385_M_bin.12_3	0	0	0	0	0	0	0	

k127_10283385_M_bin.12_4	0	0	0	0	0	0	0	

k127_1029145_M_bin.47_1	0	0	0	0	0	0	0	

k127_1029145_M_bin.47_2	0	0	0	0	0	0	0	

k127_1029145_M_bin.47_3	0	0	0	0	0	0	0	

k127_1029145_M_bin.47_4	0	0	0	0	0	0	0	

k127_1029145_M_bin.47_5	0	0	0	0	0	0	0	

k127_10291651_M_bin.8_1	11	15	10	7	8	11	8	

k127_10291651_M_bin.8_2	0	0	0	0	0	0	0	

k127_10291651_M_bin.8_3	0	0	0	0	0	0	0	

k127_10295643_M_bin.52_1	0	0	0	0	0	0	0	

k127_10295643_M_bin.52_2	0	0	0	0	0	0	0	

k127_10295643_M_bin.52_3	0	0	0	0	0	0	0	

k127_10295643_M_bin.52_4	0	0	0	0	0	0	0	

k127_10295643_M_bin.52_5	0	0	0	0	0	0	0	

k127_10299088_M_bin.50_1	0	0	0	0	0	1	0	

k127_10299088_M_bin.50_2	1	2	0	1	2	2	0	

k127_10299088_M_bin.50_3	0	0	0	0	0	0	0	

k127_10299088_M_bin.50_4	0	0	0	0	0	0	0	

k127_10299088_M_bin.50_5	0	0	0	0	0	0	0	

k127_10300282_M_bin.8_1	0	0	0	0	0	0	0	

k127_10300282_M_bin.8_10	9	9	10	4	11	10	8	

k127_10300282_M_bin.8_2	0	0	0	0	0	0	0	

k127_10300282_M_bin.8_3	0	0	0	0	0	0	0	

k127_10300282_M_bin.8_4	0	0	0	0	0	0	0	

k127_10300282_M_bin.8_5	0	0	0	0	0	0	0	

k127_10300282_M_bin.8_6	0	0	0	0	0	0	0	

k127_10300282_M_bin.8_7	0	0	0	0	0	0	0	

k127_10300282_M_bin.8_8	0	0	0	0	0	0	0	

k127_10300282_M_bin.8_9	0	0	0	0	0	0	0	

k127_10301709_M_bin.52_1	0	0	0	0	0	0	0	

k127_10301709_M_bin.52_2	0	0	0	0	0	0	0	

k127_10301709_M_bin.52_3	0	0	0	0	0	0	0	

k127_10301709_M_bin.52_4	0	0	0	0	0	0	0	

k127_10301709_M_bin.52_5	0	0	0	0	0	0	0	

k127_10301709_M_bin.52_6	0	0	0	0	0	0	0	

k127_10306983_M_bin.105_1	0	0	0	0	0	0	0	

k127_10306983_M_bin.105_2	0	0	0	0	0	0	0	

k127_10306983_M_bin.105_3	0	0	0	0	0	0	0	

k127_10306983_M_bin.105_4	0	0	0	0	0	0	0	

k127_10309402_S_bin.27_1	0	0	0	0	0	0	0	

k127_10309402_S_bin.27_2	0	0	0	0	0	0	0	

k127_10309402_S_bin.27_3	0	0	0	0	0	0	0	

k127_10309402_S_bin.27_4	0	1	1	1	1	0	1	

k127_1031370_S_bin.117_1	0	0	0	0	0	0	0	

k127_1031370_S_bin.117_2	0	0	0	0	0	0	0	

k127_1031370_S_bin.117_3	0	0	0	0	0	0	0	

k127_1031370_S_bin.117_4	0	0	0	0	0	0	0	

k127_1031370_S_bin.117_5	0	0	0	0	0	0	0	

k127_1031370_S_bin.117_6	0	0	0	0	0	0	0	

k127_1031370_S_bin.117_7	0	0	0	0	0	0	0	

k127_10314100_M_bin.35_1	0	0	0	0	0	0	0	

k127_10314100_M_bin.35_2	0	0	0	0	0	0	0	

k127_10314100_M_bin.35_3	0	0	0	0	0	0	0	

k127_10314100_M_bin.35_4	0	0	0	0	0	0	0	

k127_10314796_M_bin.52_1	0	0	0	0	0	0	0	

k127_10314796_M_bin.52_10	0	0	0	0	0	0	0	

k127_10314796_M_bin.52_11	0	0	0	0	0	0	0	

k127_10314796_M_bin.52_12	0	0	0	0	0	0	0	

k127_10314796_M_bin.52_13	0	0	0	0	0	0	0	

k127_10314796_M_bin.52_14	0	0	0	0	0	0	0	

k127_10314796_M_bin.52_15	0	0	0	0	0	0	0	

k127_10314796_M_bin.52_16	0	0	0	0	0	0	0	

k127_10314796_M_bin.52_17	0	0	0	0	0	0	0	

k127_10314796_M_bin.52_18	0	0	0	0	0	0	0	

k127_10314796_M_bin.52_19	0	0	0	0	0	0	0	

k127_10314796_M_bin.52_2	0	0	0	0	0	0	0	

k127_10314796_M_bin.52_20	0	0	0	0	0	0	0	

k127_10314796_M_bin.52_21	0	0	0	0	0	0	0	

k127_10314796_M_bin.52_22	0	0	0	0	0	0	0	

k127_10314796_M_bin.52_23	0	0	0	0	0	0	0	

k127_10314796_M_bin.52_24	0	0	0	0	0	0	0	

k127_10314796_M_bin.52_25	0	0	0	0	0	0	0	

k127_10314796_M_bin.52_3	0	0	0	0	0	0	0	

k127_10314796_M_bin.52_4	0	0	0	0	0	0	0	

k127_10314796_M_bin.52_5	0	0	0	0	0	0	0	

k127_10314796_M_bin.52_6	0	0	0	0	0	0	0	

k127_10314796_M_bin.52_7	0	0	0	0	0	0	0	

k127_10314796_M_bin.52_8	0	0	0	0	0	0	0	

k127_10314796_M_bin.52_9	0	0	0	0	0	0	0	

k127_10316773_M_bin.50_1	0	0	0	0	0	0	0	

k127_10316773_M_bin.50_2	0	0	0	0	0	0	0	

k127_10316773_M_bin.50_3	0	0	0	0	0	0	0	

k127_10316773_M_bin.50_4	0	0	0	0	0	0	0	

k127_10316773_M_bin.50_5	0	0	0	0	0	0	0	

k127_10316773_M_bin.50_6	0	0	1	1	1	0	0	

k127_10316773_M_bin.50_7	0	0	0	0	0	0	0	

k127_10316773_M_bin.50_8	0	0	0	0	0	0	0	

k127_10316773_M_bin.50_9	0	0	0	0	0	0	0	

k127_10320405_M_bin.47_1	0	0	0	0	0	0	0	

k127_10320405_M_bin.47_2	0	0	0	0	0	0	0	

k127_10320405_M_bin.47_3	0	0	0	0	0	0	0	

k127_10320405_M_bin.47_4	0	0	0	0	0	0	0	

k127_10320405_M_bin.47_5	0	0	0	0	0	0	0	

k127_10322567_S_bin.117_1	0	0	0	0	0	0	0	

k127_10322567_S_bin.117_2	0	0	0	0	0	0	0	

k127_10322567_S_bin.117_3	0	0	0	0	0	0	0	

k127_10322567_S_bin.117_4	0	0	0	0	0	0	0	

k127_10323912_M_bin.12_1	0	0	0	0	0	0	0	

k127_10323912_M_bin.12_10	0	0	0	0	0	0	0	

k127_10323912_M_bin.12_11	0	0	0	0	0	0	0	

k127_10323912_M_bin.12_12	0	0	0	0	0	0	0	

k127_10323912_M_bin.12_13	0	0	0	0	0	0	0	

k127_10323912_M_bin.12_14	0	0	0	0	0	0	0	

k127_10323912_M_bin.12_15	0	0	0	0	0	0	0	

k127_10323912_M_bin.12_16	0	0	0	0	0	0	0	

k127_10323912_M_bin.12_17	0	0	0	0	0	0	0	

k127_10323912_M_bin.12_18	0	0	0	0	0	0	0	

k127_10323912_M_bin.12_19	0	0	0	0	0	0	0	

k127_10323912_M_bin.12_2	0	0	0	0	0	0	0	

k127_10323912_M_bin.12_20	0	0	0	0	0	0	0	

k127_10323912_M_bin.12_21	0	0	0	0	0	0	0	

k127_10323912_M_bin.12_22	0	0	0	0	0	0	0	

k127_10323912_M_bin.12_23	0	0	0	0	0	0	0	

k127_10323912_M_bin.12_24	0	0	0	0	0	0	0	

k127_10323912_M_bin.12_3	0	0	0	0	0	0	0	

k127_10323912_M_bin.12_4	0	0	0	0	0	0	0	

k127_10323912_M_bin.12_5	0	0	0	0	0	0	0	

k127_10323912_M_bin.12_6	0	0	0	0	0	0	0	

k127_10323912_M_bin.12_7	0	0	0	0	0	0	0	

k127_10323912_M_bin.12_8	0	0	0	0	0	0	0	

k127_10323912_M_bin.12_9	0	0	0	0	0	0	0	

k127_10331080_M_bin.64_1	0	0	0	0	0	0	0	

k127_10331080_M_bin.64_10	0	0	0	0	0	0	0	

k127_10331080_M_bin.64_11	0	0	0	0	0	0	0	

k127_10331080_M_bin.64_12	0	0	0	0	0	0	0	

k127_10331080_M_bin.64_13	0	0	0	0	0	0	0	

k127_10331080_M_bin.64_14	0	0	0	0	0	0	0	

k127_10331080_M_bin.64_15	0	0	0	0	0	0	0	

k127_10331080_M_bin.64_16	0	0	0	0	0	0	0	

k127_10331080_M_bin.64_17	0	0	0	0	0	0	0	

k127_10331080_M_bin.64_18	0	0	0	0	0	0	0	

k127_10331080_M_bin.64_19	0	0	0	0	0	0	0	

k127_10331080_M_bin.64_2	0	0	0	0	0	0	0	

k127_10331080_M_bin.64_20	0	0	0	0	0	0	0	

k127_10331080_M_bin.64_21	0	0	0	0	0	0	0	

k127_10331080_M_bin.64_22	0	0	0	0	0	0	0	

k127_10331080_M_bin.64_23	0	0	0	0	0	0	0	

k127_10331080_M_bin.64_24	0	0	0	0	0	0	0	

k127_10331080_M_bin.64_25	0	0	0	0	0	0	0	

k127_10331080_M_bin.64_26	0	0	0	0	0	0	0	

k127_10331080_M_bin.64_27	0	0	0	0	0	0	0	

k127_10331080_M_bin.64_28	0	0	0	0	0	0	0	

k127_10331080_M_bin.64_29	0	0	0	0	0	0	0	

k127_10331080_M_bin.64_3	0	0	0	0	0	0	0	

k127_10331080_M_bin.64_30	0	0	0	0	0	0	0	

k127_10331080_M_bin.64_31	0	0	0	0	0	0	0	

k127_10331080_M_bin.64_32	0	0	0	0	0	0	0	

k127_10331080_M_bin.64_33	0	0	0	0	0	0	0	

k127_10331080_M_bin.64_34	0	0	0	0	0	0	0	

k127_10331080_M_bin.64_4	0	0	0	0	0	0	0	

k127_10331080_M_bin.64_5	0	0	0	0	0	0	0	

k127_10331080_M_bin.64_6	0	0	0	0	0	0	0	

k127_10331080_M_bin.64_7	0	0	0	0	0	0	0	

k127_10331080_M_bin.64_8	0	0	0	0	0	0	0	

k127_10331080_M_bin.64_9	0	0	0	0	0	0	0	

k127_10331219_M_bin.50_1	0	0	0	0	0	0	0	

k127_10331219_M_bin.50_2	0	0	0	0	0	0	0	

k127_10331219_M_bin.50_3	0	0	0	0	0	0	0	

k127_10331219_M_bin.50_4	2	0	0	1	2	0	0	

k127_10331219_M_bin.50_5	0	0	0	0	0	0	0	

k127_10331219_M_bin.50_6	0	0	0	0	0	0	0	

k127_10331219_M_bin.50_7	0	0	0	0	0	0	0	

k127_10331219_M_bin.50_8	0	0	0	0	0	0	0	

k127_10331219_M_bin.50_9	0	0	0	0	0	0	0	

k127_10342003_M_bin.8_1	0	0	0	0	0	0	0	

k127_10342003_M_bin.8_2	0	0	0	0	0	0	0	

k127_10342003_M_bin.8_3	0	0	0	0	0	0	0	

k127_10342003_M_bin.8_4	0	0	0	0	0	0	0	

k127_10342003_M_bin.8_5	0	0	0	0	0	0	0	

k127_10344128_M_bin.60_1	0	0	0	0	0	0	0	

k127_10344128_M_bin.60_10	0	0	0	0	0	0	0	

k127_10344128_M_bin.60_11	0	0	0	0	0	0	0	

k127_10344128_M_bin.60_12	0	0	0	0	0	0	0	

k127_10344128_M_bin.60_13	0	0	0	0	0	0	0	

k127_10344128_M_bin.60_14	0	0	0	0	0	0	0	

k127_10344128_M_bin.60_15	0	0	0	0	0	0	0	

k127_10344128_M_bin.60_16	0	0	0	0	0	0	0	

k127_10344128_M_bin.60_17	0	0	0	0	0	0	0	

k127_10344128_M_bin.60_18	0	0	0	0	0	0	0	

k127_10344128_M_bin.60_19	0	0	0	0	0	0	0	

k127_10344128_M_bin.60_2	0	0	0	0	0	0	0	

k127_10344128_M_bin.60_20	0	0	0	0	0	0	0	

k127_10344128_M_bin.60_21	0	0	0	0	0	0	0	

k127_10344128_M_bin.60_22	0	0	0	0	0	0	0	

k127_10344128_M_bin.60_23	0	0	0	0	0	0	0	

k127_10344128_M_bin.60_24	0	0	0	0	0	0	0	

k127_10344128_M_bin.60_25	0	0	0	0	0	0	0	

k127_10344128_M_bin.60_26	0	0	0	0	0	0	0	

k127_10344128_M_bin.60_27	0	0	0	0	0	0	0	

k127_10344128_M_bin.60_28	0	0	0	0	0	0	0	

k127_10344128_M_bin.60_3	0	0	0	0	0	0	0	

k127_10344128_M_bin.60_4	0	0	0	0	0	0	0	

k127_10344128_M_bin.60_5	0	0	0	0	0	0	0	

k127_10344128_M_bin.60_6	0	0	0	0	0	0	0	

k127_10344128_M_bin.60_7	0	0	1	0	0	0	0	

k127_10344128_M_bin.60_8	0	0	0	0	0	0	0	

k127_10344128_M_bin.60_9	0	0	0	0	0	0	0	

k127_10350486_M_bin.35_1	0	0	0	0	0	0	0	

k127_10350486_M_bin.35_2	0	0	0	0	0	0	0	

k127_10350486_M_bin.35_3	0	0	0	0	0	0	0	

k127_10350486_M_bin.35_4	0	0	0	0	0	0	0	

k127_10350486_M_bin.35_5	0	0	0	0	0	0	0	

k127_10353535_M_bin.50_1	0	0	0	0	0	0	0	

k127_10353535_M_bin.50_2	0	0	0	0	0	0	0	

k127_10353535_M_bin.50_3	0	0	0	0	0	0	0	

k127_1036057_M_bin.8_1	0	0	0	0	0	0	0	

k127_1036057_M_bin.8_2	0	0	0	0	0	0	0	

k127_1036057_M_bin.8_3	0	0	0	0	0	0	0	

k127_1036057_M_bin.8_4	0	0	0	0	0	0	0	

k127_1036057_M_bin.8_5	0	0	0	0	0	0	0	

k127_10365901_M_bin.12_1	0	0	1	1	0	0	0	

k127_10365901_M_bin.12_2	0	0	0	0	0	0	0	

k127_10365901_M_bin.12_3	0	0	0	0	0	0	0	

k127_10365901_M_bin.12_4	0	0	0	0	0	0	0	

k127_1037602_S_bin.27_1	0	0	0	0	0	0	0	

k127_1037602_S_bin.27_2	0	0	0	0	0	0	0	

k127_1037602_S_bin.27_3	0	0	0	0	0	0	0	

k127_1037602_S_bin.27_4	3	2	1	1	3	2	3	

k127_1037602_S_bin.27_5	0	0	0	0	0	0	0	

k127_1037602_S_bin.27_6	0	0	0	0	0	0	0	

k127_1037602_S_bin.27_7	0	0	0	0	0	0	0	

k127_1037602_S_bin.27_8	0	0	0	0	0	0	0	

k127_1038821_M_bin.21_1	0	0	1	0	0	1	0	

k127_1038821_M_bin.21_2	0	0	0	0	0	0	0	

k127_1038821_M_bin.21_3	0	0	0	0	0	0	0	

k127_1038821_M_bin.21_4	0	0	0	0	0	0	0	

k127_1038821_M_bin.21_5	0	0	0	0	0	0	0	

k127_10389862_M_bin.47_1	0	0	0	0	0	0	0	

k127_10389862_M_bin.47_10	0	0	0	0	0	0	0	

k127_10389862_M_bin.47_11	0	0	0	0	0	0	0	

k127_10389862_M_bin.47_12	0	0	0	0	0	0	0	

k127_10389862_M_bin.47_2	0	0	0	0	0	0	0	

k127_10389862_M_bin.47_3	0	0	0	0	0	0	0	

k127_10389862_M_bin.47_4	0	0	0	0	0	0	0	

k127_10389862_M_bin.47_5	0	0	0	0	0	0	0	

k127_10389862_M_bin.47_6	0	0	0	0	0	0	0	

k127_10389862_M_bin.47_7	0	0	0	0	0	0	0	

k127_10389862_M_bin.47_8	0	0	0	0	0	0	0	

k127_10389862_M_bin.47_9	0	0	0	0	0	0	0	

k127_1039687_S_bin.61_1	0	0	0	0	0	0	0	

k127_1039687_S_bin.61_2	0	0	0	0	0	0	0	

k127_1039687_S_bin.61_3	0	0	0	0	0	0	0	

k127_1039687_S_bin.61_4	0	0	0	0	0	0	0	

k127_1039687_S_bin.61_5	0	0	0	0	0	0	0	

k127_10398102_M_bin.50_1	0	0	0	0	0	0	0	

k127_10398102_M_bin.50_2	0	0	0	0	0	0	0	

k127_10398102_M_bin.50_3	0	0	0	0	0	0	0	

k127_10398102_M_bin.50_4	0	0	0	0	0	0	0	

k127_10410083_M_bin.8_1	0	0	0	0	0	0	0	

k127_10410083_M_bin.8_2	0	0	0	0	0	0	0	

k127_10410083_M_bin.8_3	0	0	0	0	0	0	0	

k127_1041454_M_bin.52_1	0	0	0	1	0	0	1	

k127_1041454_M_bin.52_2	0	0	0	0	0	0	0	

k127_1041454_M_bin.52_3	0	0	0	0	0	0	0	

k127_10417688_M_bin.12_1	0	0	0	0	0	0	0	

k127_10417688_M_bin.12_2	0	0	0	0	0	0	0	

k127_10417688_M_bin.12_3	0	0	0	0	0	0	0	

k127_10417688_M_bin.12_4	0	0	0	0	0	0	0	

k127_10417688_M_bin.12_5	0	0	0	0	0	0	0	

k127_10417688_M_bin.12_6	0	0	0	0	0	0	0	

k127_10417688_M_bin.12_7	0	0	0	0	0	0	0	

k127_10422174_M_bin.12_1	0	0	0	0	0	0	0	

k127_10422174_M_bin.12_2	0	0	0	0	0	0	0	

k127_10422174_M_bin.12_3	0	0	0	0	0	0	0	

k127_10422174_M_bin.12_4	0	0	0	0	0	0	0	

k127_10422174_M_bin.12_5	0	0	0	0	0	0	0	

k127_10422174_M_bin.12_6	0	0	0	0	0	0	0	

k127_10422174_M_bin.12_7	1	3	3	0	1	1	0	

k127_10424133_M_bin.52_1	0	0	0	0	0	0	0	

k127_10424133_M_bin.52_2	0	0	0	0	0	0	0	

k127_10424133_M_bin.52_3	0	0	0	0	0	0	0	

k127_10424133_M_bin.52_4	0	0	0	0	0	0	0	

k127_10424133_M_bin.52_5	0	0	0	0	0	0	0	

k127_10424133_M_bin.52_6	0	0	0	0	0	0	0	

k127_10424133_M_bin.52_7	0	0	0	0	0	0	0	

k127_10424133_M_bin.52_8	0	0	0	0	0	0	0	

k127_10424133_M_bin.52_9	0	0	0	0	0	0	0	

k127_1043226_S_bin.29_1	0	0	0	0	0	0	0	

k127_1043226_S_bin.29_2	0	0	0	0	0	0	0	

k127_1043226_S_bin.29_3	0	0	0	0	0	0	0	

k127_10432771_M_bin.47_1	0	0	0	0	0	0	0	

k127_10432771_M_bin.47_2	0	0	0	0	0	0	0	

k127_10432771_M_bin.47_3	0	0	0	0	0	0	0	

k127_10432771_M_bin.47_4	0	0	0	0	0	0	0	

k127_10432771_M_bin.47_5	0	0	0	0	0	0	0	

k127_10432771_M_bin.47_6	0	0	0	0	0	0	0	

k127_10432771_M_bin.47_7	0	0	0	0	0	0	0	

k127_10432771_M_bin.47_8	0	0	0	0	0	0	0	

k127_10436091_M_bin.8_1	0	0	0	0	0	0	0	

k127_10436091_M_bin.8_10	0	0	0	0	0	0	0	

k127_10436091_M_bin.8_2	0	0	0	0	0	0	0	

k127_10436091_M_bin.8_3	0	0	0	0	0	0	0	

k127_10436091_M_bin.8_4	0	0	0	0	0	0	0	

k127_10436091_M_bin.8_5	0	0	0	0	0	0	0	

k127_10436091_M_bin.8_6	0	0	0	0	0	0	0	

k127_10436091_M_bin.8_7	0	0	0	0	0	0	0	

k127_10436091_M_bin.8_8	0	0	0	0	0	0	0	

k127_10436091_M_bin.8_9	0	0	0	0	0	0	0	

k127_10446522_M_bin.50_1	0	0	0	0	0	0	0	

k127_10446522_M_bin.50_10	0	0	0	0	0	0	0	

k127_10446522_M_bin.50_2	0	0	0	0	0	0	0	

k127_10446522_M_bin.50_3	0	0	0	0	0	0	0	

k127_10446522_M_bin.50_4	0	0	0	0	0	0	0	

k127_10446522_M_bin.50_5	0	0	0	0	0	0	0	

k127_10446522_M_bin.50_6	0	0	0	0	0	0	0	

k127_10446522_M_bin.50_7	0	0	0	0	0	0	0	

k127_10446522_M_bin.50_8	0	0	0	0	0	0	0	

k127_10446522_M_bin.50_9	0	0	0	0	0	0	0	

